Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
"7/29/2019","8212 07/28 07:02 JM CKCD DEBIT 8212 07/28 07:02 JM MINISTRIES U 636-349030","CKCD DEBIT 8212 07/28 07:02   JM","100.00","debit","Charity","Regular Checking","",""
"7/29/2019","JUSTICE FOR ALL INC","JUSTICE FOR ALL INC","25.00","debit","Charity","Quicksilver","",""
"7/28/2019","iTunes","ITUNES.COM/BILL - INTERNET CHARGE, CA","10.72","debit","Music","Blue Cash Preferred","",""
"7/27/2019","CAPITAL ONE AUTOPAY payment AuthDate 05-Jul","CAPITAL ONE AUTOPAY PYMT AuthDate 05-J ul","613.70","credit","Credit Card Payment","Quicksilver","",""
"7/27/2019","Amazon","AMAZON.COM*MA65Z2TH1 AMZNAMZN.COM/BILLWA","147.16","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/27/2019","SMITHS FUEL # 9467 000009467 - LOS ALAMOS, NM","SMITHS FUEL # 9467 000009467 - LOS ALAMOS, NM","43.28","debit","Gas & Fuel","Blue Cash Preferred","",""
"7/27/2019","SMITH'S GROCERY - LOS ALAMOS, NM","SMITH'S GROCERY - LOS ALAMOS, NM","87.01","debit","Groceries","Blue Cash Preferred","",""
"7/27/2019","Do It Best","METZGER'S DO IT BEST HARDWARE - LOS ALAMOS, NM","17.16","debit","Home Improvement","Blue Cash Preferred","",""
"7/26/2019","8212 07/25 04:51 HA CKCD DEBIT 8212 07/25 04:51 HAUTLK RACK888 888-547-843","CKCD DEBIT 8212 07/25 04:51   HA","142.38","debit","Clothing","Regular Checking","",""
"7/26/2019","Dairy Queen","DAIRY QUEEN 084870021863598 - SANTA FE, NM","7.89","debit","Fast Food","Blue Cash Preferred","",""
"7/26/2019","SMITH'S GROCERY - LOS ALAMOS, NM","SMITH'S GROCERY - LOS ALAMOS, NM","21.73","debit","Groceries","Blue Cash Preferred","",""
"7/26/2019","Film Festival At Home","FILM FESTIVAL AT HOME - Los Alamos, NM","8.75","debit","Movies & DVDs","Blue Cash Preferred","",""
"7/25/2019","8212 07/24 22:42 PP CKCD DEBIT 8212 07/24 22:42 PP*Illumine Bea ALBUQUERQU","CKCD DEBIT 8212 07/24 22:42   PP","89.51","debit","Hair","Regular Checking","",""
"7/25/2019","LOSALAMOS COUNTY-BILLPAYMNT8249848","AC-LOSALAMOS COUNTY-BILLPAYMNT82","280.48","debit","Bills & Utilities","Regular Checking","",""
"7/24/2019","Jiffy Lube","POS DEBIT  8212 07/24 08:45   JI","131.73","debit","Service & Parts","Regular Checking","",""
"7/24/2019","Eddie Bauer","CKCD DEBIT 8212 07/23 08:16   ED","12.60","debit","Clothing","Regular Checking","",""
"7/24/2019","POJOAQUE KICKS 10171809 - SANTA FE, NM","POJOAQUE KICKS 10171809 - SANTA FE, NM","15.72","debit","Restaurants","Blue Cash Preferred","",""
"7/24/2019","McDonald's","MCDONALD'S F35918 000000000347546 - LOS ALAMOS, NM","2.90","debit","Fast Food","Blue Cash Preferred","",""
"7/24/2019","FREECODECAMP.ORG - OKLAHOMA CITY, OK","FREECODECAMP.ORG - OKLAHOMA CITY, OK","5.00","debit","Fast Food","Blue Cash Preferred","",""
"7/24/2019","Petco","PETCO - ALBUQUERQUE, NM","104.81","debit","Pet Food & Supplies","Blue Cash Preferred","",""
"7/24/2019","iTunes","ITUNES.COM/BILL - INTERNET CHARGE, CA","4.28","debit","Music","Blue Cash Preferred","",""
"7/24/2019","Los Alamos Fitness Center","LOS ALAMOS FITNE8002338483190723","90.14","debit","Personal Care","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"7/23/2019","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"7/23/2019","Mark Sorenson Nusenda","ELECTRONIC DEPOSIT MARK SORENSON","90.14","credit","Transfer","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"7/22/2019","Zazzle","CKCD DEBIT 8212 07/20 01:45   ZA","88.83","debit","Gift","Regular Checking","",""
"7/22/2019","8212 07/21 08:21 PI CKCD DEBIT 8212 07/21 08:21 PINKBLUSH 19493934200 CA","CKCD DEBIT 8212 07/21 08:21   PI","273.10","debit","Clothing","Regular Checking","",""
"7/22/2019","KEWA GAS 1 10172435 - SANTO DOMINGO PUEBLO, NM","KEWA GAS 1 10172435 - SANTO DOMINGO PUEBLO, NM","6.15","debit","Groceries","Blue Cash Preferred","",""
"7/22/2019","GOLDEN PRIDE LOMAS 650000003521559 - ALBUQUERQUE, NM","GOLDEN PRIDE LOMAS 650000003521559 - ALBUQUERQUE, NM","13.02","debit","Fast Food","Blue Cash Preferred","",""
"7/22/2019","Do It Best","METZGERS DO IT BEST HARDW","295.10","debit","Home Improvement","Quicksilver","","Swamp cooler"
"7/21/2019","SMITH'S GROCERY - LOS ALAMOS, NM","SMITH'S GROCERY - LOS ALAMOS, NM","43.68","debit","Groceries","Blue Cash Preferred","",""
"7/21/2019","Amazon","AMAZON.COM*MA8HC54K2 AMZNAMZN.COM/BILLWA","73.58","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/20/2019","SMITHS FUEL # 9467 000009467 - LOS ALAMOS, NM","SMITHS FUEL # 9467 000009467 - LOS ALAMOS, NM","13.55","debit","Gas & Fuel","Blue Cash Preferred","",""
"7/19/2019","Los Alamos Medic","AC-Los Alamos Medic-PR PAYMENT74","1791.97","credit","Wife Income","Regular Checking","",""
"7/19/2019","SMITH'S GROCERY - LOS ALAMOS, NM","SMITH'S GROCERY - LOS ALAMOS, NM","139.24","debit","Groceries","Blue Cash Preferred","",""
"7/19/2019","Amazon","AMZN Mktp US*MH2349650 Amzn.com/billWA","10.50","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/18/2019","SMITH'S GROCERY - LOS ALAMOS, NM","SMITH'S GROCERY - LOS ALAMOS, NM","1.32","debit","Groceries","Blue Cash Preferred","",""
"7/17/2019","8212 07/16 02:14 DT CKCD DEBIT 8212 07/16 02:14 DT *DULUTH TRA 877-382-234","CKCD DEBIT 8212 07/16 02:14   DT","151.91","debit","Clothing","Regular Checking","",""
"7/17/2019","Amazon","AMAZON.COM*MH8BN0YN2 - AMZN.COM/BILL, WA","42.96","debit","Shopping","Blue Cash Preferred","",""
"7/16/2019","Rose Chocolatier LLC","ROSE CHOCOLATIER, LLC - Los Alamos, NM","5.37","debit","Coffee Shops","Blue Cash Preferred","",""
"7/15/2019","SoFi Money -TRANSFERMSor AC-SoFi Money -TRANSFERMSorenson","AC-SoFi Money      -TRANSFERMSor","1500.00","debit","Transfer","Regular Checking","",""
"7/15/2019","Amazon","AMAZON.COM*MH9IP6BO0 - AMZN.COM/BILL, WA","16.78","debit","Shopping","Blue Cash Preferred","",""
"7/15/2019","Amazon","AMAZON.COM*MH7MF2YD2 - AMZN.COM/BILL, WA","28.19","debit","Shopping","Blue Cash Preferred","",""
"7/15/2019","Amazon","AMZN MKTP US*MH28399R1 - AMZN.COM/BILL, WA","10.50","debit","Shopping","Blue Cash Preferred","",""
"7/15/2019","Amazon","AMAZON.COM*MH42Q6702 - AMZN.COM/BILL, WA","11.02","debit","Shopping","Blue Cash Preferred","",""
"7/15/2019","SMITH'S GROCERY - LOS ALAMOS, NM","SMITH'S GROCERY - LOS ALAMOS, NM","85.25","debit","Groceries","Blue Cash Preferred","",""
"7/15/2019","FREDDY'S #28005","FREDDY'S #28005","8.69","debit","Fast Food","Quicksilver","",""
"7/15/2019","Wal-Mart","WM SUPERCENTER #2656","32.38","debit","Shopping","Quicksilver","",""
"7/15/2019","Wal-Mart","WAL-MART #2656","58.83","debit","Auto & Transport","Quicksilver","","Tire installation"
"7/15/2019","Chili Works","CHILI'S ESPANOLA","30.84","debit","Restaurants","Quicksilver","",""
"7/15/2019","Wal-Mart","WM SUPERCENTER #2656","32.88","debit","Guns and Ammo","Quicksilver","",""
"7/15/2019","Lowe's","LOWES #02510*","204.85","debit","Home Improvement","Quicksilver","",""
"7/15/2019","Amazon","AMZN Mktp US*MH7SC9D12 Amzn.com/billWA","15.72","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/15/2019","Amazon","AMZN Mktp US*MH16V2S02 Amzn.com/billWA","15.96","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/15/2019","Autopay Rautopay Auto","AUTOPAY 000000000048334RAUTOPAY AUTO-PMT","424.87","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"7/15/2019","Amazon","AMAZON.COM*MH5R51DK2 AMZNAMZN.COM/BILLWA","166.10","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/14/2019","SMITHS FUEL # 9467 000009467 - LOS ALAMOS, NM","SMITHS FUEL # 9467 000009467 - LOS ALAMOS, NM","32.43","debit","Gas & Fuel","Blue Cash Preferred","",""
"7/13/2019","AUTOPAY PAYMENT - THANK YOU","AUTOPAY PAYMENT - THANK YOU","49.00","credit","Credit Card Payment","Blue Cash Preferred","",""
"7/13/2019","T-Mobile","TMOBILE*AUTO PAY - 800-937-8997, WA","93.00","debit","Mobile Phone","Blue Cash Preferred","",""
"7/12/2019","Edo Spaces Prop","AC-EDO SPACES PROP -EDO SPACESJU","1104.76","credit","Copper Rental","Regular Checking","",""
"7/11/2019","Michaels","MICHAELS STORES 2057 - SANTA FE, NM","145.26","debit","Hobbies","Blue Cash Preferred","",""
"7/11/2019","Sam's Club","SAM'S CLUB 6408 6408 - SANTA FE, NM","166.17","debit","Groceries","Blue Cash Preferred","",""
"7/10/2019","Amazon","AMAZON.COM*MH8168241 - AMZN.COM/BILL, WA","21.48","debit","Shopping","Blue Cash Preferred","",""
"7/10/2019","POJOAQUE KICKS 10171SANTA FE NM 6877706329 POJOAQUE KICKS 320191920459955530","POJOAQUE KICKS 10171809 - SANTA FE, NM","20.55","debit","Auto & Transport","Blue Cash Preferred","",""
"7/09/2019","COPPER LOFTS -Assn Dues164 AC-COPPER LOFTS -Assn Dues16401450","AC-COPPER LOFTS    -Assn Dues164","297.60","debit","Copper Rental","Regular Checking","",""
"7/09/2019","Los Alamos Cooperative Market","LOS ALAMOS COOPERATIVE MARKET - LOS ALAMOS, NM","20.46","debit","Groceries","Blue Cash Preferred","",""
"7/09/2019","SMITH'S GROCERY LOS ALAMOS NM 99999999190 8666111979 320191910442961866","SMITH'S GROCERY - LOS ALAMOS, NM","43.87","debit","Groceries","Blue Cash Preferred","",""
"7/09/2019","Do It Best","METZGER S DO IT BEST HARD","18.90","debit","Home Improvement","Quicksilver","",""
"7/09/2019","Do It Best","METZGER S DO IT BEST HARD","63.28","debit","Home Improvement","Quicksilver","",""
"7/09/2019","Wal-Mart","WALMART.COM 8009666546","745.08","debit","Auto & Transport","Quicksilver","","Tires"
"7/09/2019","Amazon","AMZN Mktp US*MH3Q16BI1 Amzn.com/billWA","18.19","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/08/2019","8212 07/05 08:57 JO CKCD DEBIT 8212 07/05 08:57 JOYCEMEYER.ORG 6363490303","CKCD DEBIT 8212 07/05 08:57   JO","100.00","debit","Charity","Regular Checking","",""
"7/08/2019","AUTOMOTIVE COLLISION EXPE 628152003770 - LOS ALAMOS, NM","AUTOMOTIVE COLLISION EXPE 628152003770 - LOS ALAMOS, NM","284.38","debit","Service & Parts","Blue Cash Preferred","",""
"7/08/2019","Harbor Freight Tool","HARBOR FREIGHT TOOLS2986","65.19","debit","Business Services","Quicksilver","",""
"7/08/2019","Amazon","AMAZON.COM*MH0YA0GM2 AMZNAMZN.COM/BILLWA","28.44","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"7/07/2019","Amazon","AMAZON.COM*MH82L8XG2 - AMZN.COM/BILL, WA","106.31","debit","Shopping","Blue Cash Preferred","","Sprinklers"
"7/07/2019","PUYE CLIFFS WELCOME ESPANOLA NM 00046848 505-920-9047 320191890402093198","PUYE CLIFFS WELCOME CENT - ESPANOLA, NM","48.97","debit","Gas & Fuel","Blue Cash Preferred","",""
"7/06/2019","FREDDY'S #28005 0001ESPANOLA NM 0000010047 316-684-8100 320191880387940800","FREDDY'S #28005 0001 - ESPANOLA, NM","44.65","debit","Restaurants","Blue Cash Preferred","",""
"7/06/2019","SF BAY COFFEE","SF BAY COFFEE","95.96","debit","Coffee Shops","Quicksilver","",""
"7/05/2019","8212 07/03 02:11 GR CKCD DEBIT 8212 07/03 02:11 GROOMINGDALE`S ALBUQUERQUE","CKCD DEBIT 8212 07/03 02:11   GR","127.50","debit","Restaurants","Regular Checking","",""
"7/05/2019","Los Alamos Medic","AC-Los Alamos Medic-PR PAYMENT74","2407.74","credit","Wife Income","Regular Checking","",""
"7/05/2019","SMITH'S GROCERY LOS ALAMOS NM 999999991858666111979 320191860358826532","SMITH'S GROCERY LOS ALAMOS NM","10.73","debit","Groceries","Blue Cash Preferred","",""
"7/05/2019","SMITH'S GROCERY LOS ALAMOS NM 999999991858666111979 320191860359006162","SMITH'S GROCERY LOS ALAMOS NM","78.55","debit","Groceries","Blue Cash Preferred","",""
"7/04/2019","Sprouts","SPROUTS FARMERS MARKALBUQUERQUE","11.18","debit","Groceries","Blue Cash Preferred","",""
"7/04/2019","Hulu","HLU*Hulu 289882207538-U","6.41","debit","Movies & DVDs","Quicksilver","",""
"7/04/2019","COVENANT EYES","COVENANT EYES","13.49","debit","Internet","Quicksilver","",""
"7/03/2019","Target","POS DEBIT  8212 07/03 11:39   TA","21.51","debit","Shopping","Regular Checking","",""
"7/03/2019","Lowe's","LOWES CO ALBUQUERQUE NM","16.16","debit","Home Improvement","Blue Cash Preferred","",""
"7/02/2019","CREDIT-CASH BACK REWARD","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"7/01/2019","SoFi Money -TRANSFERMSor AC-SoFi Money -TRANSFERMSorenson","AC-SoFi Money      -TRANSFERMSor","1104.76","debit","Transfer","Regular Checking","",""
"7/01/2019","8212 06/28 09:20 JO CKCD DEBIT 8212 06/28 09:20 JOYCEMEYER.ORG 6363490303","CKCD DEBIT 8212 06/28 09:20   JO","100.00","debit","Charity","Regular Checking","",""
"7/01/2019","8212 06/29 07:19 AN CKCD DEBIT 8212 06/29 07:19 ANCIENT FAITH MI CHESTERTO","CKCD DEBIT 8212 06/29 07:19   AN","207.70","debit","Clothing","Regular Checking","",""
"7/01/2019","Comcast","COMCAST CABLE COMM","42.91","debit","Internet","Quicksilver","",""
"7/01/2019","WALATOWA CON ST 1015JEMEZ PUEBL 6857446924 WALATOWA CON ST 320191820287521683","WALATOWA CON ST 1015JEMEZ PUEBL","22.55","debit","Gas & Fuel","Blue Cash Preferred","",""
"7/01/2019","MIKHAILSAVE 4029357733 10018968112 4029357733 320191820287628906","PAYPAL *MIKHAILSAVE 4029357733","60.00","debit","Gifts & Donations","Blue Cash Preferred","",""
"6/29/2019","MANNING 203-626-1510","MANNING 203-626-1510","72.48","debit","Restaurants","Quicksilver","",""
"6/28/2019","Petco","POS DEBIT  8212 06/28 13:17   PE","80.07","debit","Pet Food & Supplies","Regular Checking","",""
"6/28/2019","JUSTICE FOR ALL INC","JUSTICE FOR ALL INC","25.00","debit","Charity","Quicksilver","",""
"6/27/2019","8212 06/27 09:03 SE CKCD DEBIT 8212 06/27 09:03 SEPHORA.COM 877-SEPHORA CA","CKCD DEBIT 8212 06/27 09:03   SE","53.66","debit","Personal Care","Regular Checking","",""
"6/27/2019","SMITH'S GROCERY LOS ALAMOS NM 999999991778666111979 320191780217983624","SMITH'S GROCERY LOS ALAMOS NM","27.07","debit","Groceries","Blue Cash Preferred","",""
"6/27/2019","Spotify","PAYPAL *SPOTIFYUSAI 2033189708","10.50","debit","Music","Blue Cash Preferred","",""
"6/27/2019","CAPITAL ONE AUTOPAY payment AuthDate 21-Jun","CAPITAL ONE AUTOPAY PYMT AuthDate 21-J un","1216.10","credit","Credit Card Payment","Quicksilver","",""
"6/26/2019","IMPERIALTEA 9252977508 10018699958 9252977508 320191770200263736","PAYPAL *IMPERIALTEA 9252977508","178.78","debit","Gift","Blue Cash Preferred","",""
"6/25/2019","Amazon","AMAZON.COM*M615Z1W02 AMZNAMZN.COM/BILLWA","5.25","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"6/25/2019","Amazon","AMZN MKTP US*MH38A64AMZN.COM/BI","139.84","debit","Shopping","Blue Cash Preferred","",""
"6/25/2019","SMITH'S GROCERY LOS ALAMOS NM 99999999175 8666111979 320191760183883839","SMITH'S GROCERY LOS ALAMOS NM","10.05","debit","Groceries","Blue Cash Preferred","",""
"6/25/2019","Los Alamos Fitness Center","LOS ALAMOS FITNE8002338483190624","90.14","debit","Personal Care","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"6/24/2019","Wal-Mart","WM SUPERCENTER #2656","262.98","debit","Shopping","Quicksilver","",""
"6/24/2019","Amazon","AMAZON.COM*M62480K30AMZN.COM/BI","42.00","debit","Shopping","Blue Cash Preferred","",""
"6/23/2019","Phillips 66","PHILLIPS 66 - KEWA GAS 1 SANTO DOMINGONM","16.74","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"6/23/2019","Costco","COSTCO WHSE #0667 ALBUQUERQUE NM","159.26","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"6/22/2019","Do It Best","METZGER'S DO IT BESTLOS ALAMOS","33.35","debit","Home Improvement","Blue Cash Preferred","",""
"6/21/2019","Los Alamos Medic","AC-Los Alamos Medic-PR PAYMENT74","689.60","credit","Wife Income","Regular Checking","",""
"6/21/2019","Mark Sorenson Nusenda","ELECTRONIC DEPOSIT MARK SORENSON","90.14","credit","Transfer","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"6/20/2019","SMITH'S GROCERY LOS ALAMOS NM 99999999170 8666111979 320191710095479049","SMITH'S GROCERY LOS ALAMOS NM","162.92","debit","Groceries","Blue Cash Preferred","",""
"6/19/2019","WTHDRL CHK 8204 06/19 12:47 EN WTHDRL CHK 8204 06/19 12:47 ENTERPRISE BA 11 LOS ALAMO","WTHDRL CHK 8204 06/19 12:47   EN","500.00","debit","Food & Dining","Regular Checking","",""
"6/18/2019","Rose Chocolatier LLC","ROSE CHOCOLATIER, LLLos Alamos","2.68","debit","Coffee Shops","Blue Cash Preferred","",""
"6/18/2019","Rose Chocolatier LLC","ROSE CHOCOLATIER, LLLos Alamos","2.68","debit","Coffee Shops","Blue Cash Preferred","",""
"6/18/2019","Papa Murphy's","PAPA MURPHY'S NM010","17.00","debit","Restaurants","Quicksilver","",""
"6/17/2019","FREDDY'S #28005 0001ESPANOLA NM 0000050013 316-684-8100 320191680039867181","FREDDY'S #28005 0001ESPANOLA NM","16.43","debit","Restaurants","Blue Cash Preferred","",""
"6/17/2019","PUYE CLIFFS WELCOME ESPANOLA NM 00039124 505-920-9047 320191680038314939","PUYE CLIFFS WELCOME ESPANOLA NM","42.25","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/17/2019","FREDDY'S #28005 0001ESPANOLA NM 0000030042 316-684-8100 320191680040705521","FREDDY'S #28005 0001ESPANOLA NM","9.24","debit","Restaurants","Blue Cash Preferred","",""
"6/16/2019","PETREE GARDEN CENTERLOS ALAMOS 34040869167 5052576030 320191670017446765","PETREE GARDEN CENTERLOS ALAMOS","62.24","debit","Restaurants","Blue Cash Preferred","",""
"6/16/2019","Dairy Queen","DAIRY QUEEN 08487002SANTA FE NM","8.86","debit","Fast Food","Blue Cash Preferred","",""
"6/16/2019","Do It Best","METZGERS DO IT BEST LOS ALAMOS","42.39","debit","Home Improvement","Blue Cash Preferred","",""
"6/16/2019","SMITH S #5467 000000LOS ALAMOS 99999999167 8666111979 320191670017776908","SMITH S #5467 000000LOS ALAMOS","151.49","debit","Restaurants","Blue Cash Preferred","",""
"6/15/2019","Autopay Rautopay Auto","AUTOPAY 000000000048334RAUTOPAY AUTO-PMT","439.98","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"6/15/2019","TOTAL WINE AND MORE SANTA FE NM 011844124 301-795-1000 320191660007035318","TOTAL WINE AND MORE SANTA FE NM","22.10","debit","Alcohol & Bars","Blue Cash Preferred","",""
"6/15/2019","Sam's Club","SAM'S CLUB 6408 6408SANTA FE NM","441.72","debit","Groceries","Blue Cash Preferred","",""
"6/15/2019","Sam's Club","SAM'S CLUB 6408 6408SANTA FE NM","3.04","debit","Groceries","Blue Cash Preferred","",""
"6/15/2019","POJOAQUE DINO MART 0SANTA FE NM 000026713 5054550794 320191660007600393","POJOAQUE DINO MART 0SANTA FE NM","20.82","debit","Gas & Fuel","Blue Cash Preferred","",""
"6/14/2019","8212 06/13 22:46 PP CKCD DEBIT 8212 06/13 22:46 PP*Illumine Bea ALBUQUERQU","CKCD DEBIT 8212 06/13 22:46   PP","89.51","debit","Hair","Regular Checking","",""
"6/14/2019","Petco","PETCO ALBUQUERQUE NM","59.25","debit","Pet Food & Supplies","Blue Cash Preferred","",""
"6/14/2019","POJOAQUE KICKS 10171SANTA FE NM 6821383077 POJOAQUE KICKS 320191650989592637","POJOAQUE KICKS 10171SANTA FE NM","10.65","debit","Restaurants","Blue Cash Preferred","",""
"6/14/2019","Cracker Barrel","CRACKER BARREL OLD CALBUQUERQUE","8.61","debit","Restaurants","Blue Cash Preferred","",""
"6/14/2019","T-Mobile","T-MOBILE AUTO PAY BELLEVUE","0.70","credit","Mobile Phone","Blue Cash Preferred","",""
"6/14/2019","Rose Chocolatier LLC","ROSE CHOCOLATIER, LLLos Alamos","5.37","debit","Coffee Shops","Blue Cash Preferred","",""
"6/14/2019","Hobby Lobby","HOBBY-LOBBY #0067 00ALBUQUERQUE","35.04","debit","Hobbies","Blue Cash Preferred","",""
"6/13/2019","Etsy.com","CKCD DEBIT 8212 06/12 20:13   Et","21.90","debit","Shopping","Regular Checking","",""
"6/13/2019","T-Mobile","TMOBILE*AUTO PAY 800-937-8997 WA","93.00","debit","Mobile Phone","Blue Cash Preferred","",""
"6/13/2019","AUTOPAY PAYMENT - THANK YOU 320191640974375777","AUTOPAY PAYMENT - THANK YOU","35.00","credit","Credit Card Payment","Blue Cash Preferred","",""
"6/12/2019","Rose Chocolatier LLC","ROSE CHOCOLATIER, LLLos Alamos","2.68","debit","Coffee Shops","Blue Cash Preferred","",""
"6/12/2019","GoFundMe","WPY*GoFundMe","10.00","debit","Charity","Quicksilver","",""
"6/12/2019","We The People BUILT t","WPY*We The People BUILT t","100.00","debit","Restaurants","Quicksilver","",""
"6/11/2019","Macy's","CKCD DEBIT 8212 06/10 05:16   MA","91.24","debit","Clothing","Regular Checking","",""
"6/11/2019","Edo Spaces Prop","AC-EDO SPACES PROP -EDO SPACESJU","1104.76","credit","Copper Rental","Regular Checking","",""
"6/11/2019","Eddie Bauer","CKCD DEBIT 8212 06/10 08:15   ED","20.21","debit","Clothing","Regular Checking","",""
"6/11/2019","SMITH'S GROCERY LOS ALAMOS NM 999999991618666111979 320191620937126952","SMITH'S GROCERY LOS ALAMOS NM","166.57","debit","Groceries","Blue Cash Preferred","",""
"6/11/2019","SMITH'S GROCERY LOS ALAMOS NM 99999999161 8666111979 320191620935564755","SMITH'S GROCERY LOS ALAMOS NM","29.28","debit","Groceries","Blue Cash Preferred","",""
